Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2002";"2011";
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Rodzaje własności; Wyszczególnienie)";"osób fizycznych";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;299758;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Rodzaje własności; Wyszczególnienie)";"gminy";"mieszkania ogółem";"";"-";;42091;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Rodzaje własności; Wyszczególnienie)";"gminy";"powierzchnia użytkowa mieszkania ogółem";"";"m2";;2197160;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Rodzaje własności; Wyszczególnienie)";"gminy";"mieszkania zamieszkane stale";"";"-";;42067;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Rodzaje własności; Wyszczególnienie)";"gminy";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"m2";;2195950;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Rodzaje własności; Wyszczególnienie)";"gminy";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;109761;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"ogółem";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"CO razem";"";"-";;215238;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"CO zbiorowe";"";"-";;163410;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"CO indywidualne razem";"";"-";;51828;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"CO indywidualne źródło energii paliwa stałe";"";"-";;9901;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"CO indywidualne źródło energii energia elektryczna";"";"-";;5105;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"CO indywidualne źródło energii paliwa gazowe";"";"-";;32345;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"piece razem";"";"-";;33117;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"piece źródło energii paliwa stałe";"";"-";;23825;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania ogółem";"piece źródło energii energia elektryczna";"";"-";;7055;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"ogółem";"";"m2";;17608252;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"CO razem";"";"m2";;15452186;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"CO zbiorowe";"";"m2";;10700963;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"CO indywidualne razem";"";"m2";;4751223;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"CO indywidualne źródło energii paliwa stałe";"";"m2";;802893;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"CO indywidualne źródło energii energia elektryczna";"";"m2";;301498;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"CO indywidualne źródło energii paliwa gazowe";"";"m2";;3175025;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"piece razem";"";"m2";;1820888;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"piece źródło energii paliwa stałe";"";"m2";;1270882;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania ogółem";"piece źródło energii energia elektryczna";"";"m2";;379604;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"ogółem";"";"-";;254430;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"CO razem";"";"-";;214852;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"CO zbiorowe";"";"-";;163097;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"CO indywidualne razem";"";"-";;51755;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"CO indywidualne źródło energii paliwa stałe";"";"-";;9900;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"CO indywidualne źródło energii energia elektryczna";"";"-";;5100;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"CO indywidualne źródło energii paliwa gazowe";"";"-";;32300;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"piece razem";"";"-";;33099;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"piece źródło energii paliwa stałe";"";"-";;23815;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"mieszkania zamieszkane stale";"piece źródło energii energia elektryczna";"";"-";;7050;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"ogółem";"";"m2";;17565672;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"CO razem";"";"m2";;15411200;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"CO zbiorowe";"";"m2";;10667758;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"CO indywidualne razem";"";"m2";;4743442;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"CO indywidualne źródło energii paliwa stałe";"";"m2";;802653;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"CO indywidualne źródło energii energia elektryczna";"";"m2";;301225;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"CO indywidualne źródło energii paliwa gazowe";"";"m2";;3169312;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"piece razem";"";"m2";;1819766;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"piece źródło energii paliwa stałe";"";"m2";;1270281;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"powierzchnia użytkowa mieszkania zamieszkane stale";"piece źródło energii energia elektryczna";"";"m2";;379270;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"ogółem";"";"osoba";;622968;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"CO razem";"";"osoba";;521993;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"CO zbiorowe";"";"osoba";;368662;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"CO indywidualne razem";"";"osoba";;153331;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"CO indywidualne źródło energii paliwa stałe";"";"osoba";;32676;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"CO indywidualne źródło energii energia elektryczna";"";"osoba";;13059;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"CO indywidualne źródło energii paliwa gazowe";"";"osoba";;93871;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"piece razem";"";"osoba";;85267;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"piece źródło energii paliwa stałe";"";"osoba";;62315;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg sposobu ich ogrzewania i źródeł energii (Wymiary: Wyszczególnienie; Sposoby ogrzewania)";"ludność w mieszkaniach zamieszkanych stale";"piece źródło energii energia elektryczna";"";"osoba";;16809;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania ogółem";"ogółem";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania ogółem";"łazienka";"";"-";;245443;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania ogółem";"ciepła woda bieżąca";"";"-";;242681;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania ogółem";"gaz z sieci";"";"-";;215859;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania ogółem";"gaz z butli";"";"-";;15374;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania zamieszkane stale";"ogółem";"";"-";;254430;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania zamieszkane stale";"łazienka";"";"-";;245033;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania zamieszkane stale";"ciepła woda bieżąca";"";"-";;242276;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania zamieszkane stale";"gaz z sieci";"";"-";;215657;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"mieszkania zamieszkane stale";"gaz z butli";"";"-";;15279;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"ludność w mieszkaniach zamieszkanych stale";"ogółem";"";"osoba";;622968;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"ludność w mieszkaniach zamieszkanych stale";"łazienka";"";"osoba";;601480;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"ludność w mieszkaniach zamieszkanych stale";"ciepła woda bieżąca";"";"osoba";;592237;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"ludność w mieszkaniach zamieszkanych stale";"gaz z sieci";"";"osoba";;542579;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz (Wymiary: Ludność / mieszkania; Rodzaj wyposażenia)";"ludność w mieszkaniach zamieszkanych stale";"gaz z butli";"";"osoba";;33783;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"ogółem";"ogółem";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"ogółem";"łazienka";"";"-";;245443;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"ogółem";"ciepła woda bieżąca";"";"-";;242681;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"ogółem";"gaz z sieci";"";"-";;215859;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"ogółem";"gaz z butli";"";"-";;15374;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"1 izba";"ogółem";"";"-";;12280;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"1 izba";"łazienka";"";"-";;10567;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"1 izba";"ciepła woda bieżąca";"";"-";;10793;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"1 izba";"gaz z sieci";"";"-";;10363;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"1 izba";"gaz z butli";"";"-";;319;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"2 izby";"ogółem";"";"-";;38976;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"2 izby";"łazienka";"";"-";;34674;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"2 izby";"ciepła woda bieżąca";"";"-";;34762;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"2 izby";"gaz z sieci";"";"-";;33819;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"2 izby";"gaz z butli";"";"-";;1673;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"3 izby";"ogółem";"";"-";;86096;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"3 izby";"łazienka";"";"-";;84012;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"3 izby";"ciepła woda bieżąca";"";"-";;82429;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"3 izby";"gaz z sieci";"";"-";;75850;
