Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Jednostka miary;"2002";
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"1";"osoba";2397;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"2";"osoba";2432;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"3";"osoba";2487;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"4";"osoba";2403;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"5";"osoba";2584;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"6";"osoba";2610;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"7";"osoba";2743;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"8";"osoba";2873;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"9";"osoba";2977;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"10";"osoba";3065;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"11";"osoba";3515;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"12";"osoba";3465;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"13";"osoba";3371;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"14";"osoba";3676;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"15";"osoba";3867;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"16";"osoba";4555;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"17";"osoba";4884;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"18";"osoba";5197;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"19";"osoba";5714;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"20";"osoba";6120;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"21";"osoba";6572;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"22";"osoba";6817;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"23";"osoba";6608;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"24";"osoba";6315;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"25";"osoba";6072;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"26";"osoba";5639;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"27";"osoba";5448;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"28";"osoba";5186;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"29";"osoba";4879;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"30";"osoba";4520;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"31";"osoba";4328;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"32";"osoba";4052;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"33";"osoba";3808;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"34";"osoba";3536;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"35";"osoba";3624;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"36";"osoba";3697;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"37";"osoba";3746;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"38";"osoba";3596;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"39";"osoba";3649;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"40";"osoba";3692;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"41";"osoba";3888;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"42";"osoba";4461;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"43";"osoba";4642;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"44";"osoba";5141;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"45";"osoba";5136;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"46";"osoba";5310;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"47";"osoba";5406;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"48";"osoba";5211;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"49";"osoba";5365;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"50";"osoba";5477;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"51";"osoba";5233;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"52";"osoba";4838;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"53";"osoba";4797;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"54";"osoba";4434;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"55";"osoba";4104;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"56";"osoba";3073;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"57";"osoba";2455;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"58";"osoba";2579;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"59";"osoba";2245;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"60";"osoba";2392;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"61";"osoba";2472;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"62";"osoba";2576;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"63";"osoba";2446;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"64";"osoba";2471;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"65";"osoba";2542;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"66";"osoba";2595;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"67";"osoba";2523;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"68";"osoba";2395;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"69";"osoba";2466;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"70";"osoba";2553;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"71";"osoba";2472;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"72";"osoba";2180;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"73";"osoba";2134;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"74";"osoba";1872;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"75";"osoba";1698;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"76";"osoba";1640;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"77";"osoba";1517;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"78";"osoba";1392;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"79";"osoba";1201;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"80";"osoba";862;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"81";"osoba";748;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"82";"osoba";710;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"83";"osoba";344;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"84";"osoba";251;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"85 i więcej";"osoba";1357;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"ogółem";"osoba";339651;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"0";"osoba";2173;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"1";"osoba";2338;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"2";"osoba";2281;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"3";"osoba";2280;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"4";"osoba";2401;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"5";"osoba";2360;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"6";"osoba";2465;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"7";"osoba";2527;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"8";"osoba";2722;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"9";"osoba";2867;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"10";"osoba";2981;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"11";"osoba";3198;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"12";"osoba";3295;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"13";"osoba";3356;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"14";"osoba";3680;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"15";"osoba";3833;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"16";"osoba";4296;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"17";"osoba";4546;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"18";"osoba";4872;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"19";"osoba";5963;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"20";"osoba";6822;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"21";"osoba";7030;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"22";"osoba";6946;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"23";"osoba";6739;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"24";"osoba";6232;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"25";"osoba";5874;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"26";"osoba";5788;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"27";"osoba";5619;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"28";"osoba";5131;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"29";"osoba";4866;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"30";"osoba";4402;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"31";"osoba";4123;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"32";"osoba";3877;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"33";"osoba";3669;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"34";"osoba";3567;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"35";"osoba";3475;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"36";"osoba";3693;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"37";"osoba";3696;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"38";"osoba";3771;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"39";"osoba";3783;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"40";"osoba";3995;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"41";"osoba";4266;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"42";"osoba";4883;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"43";"osoba";5007;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"44";"osoba";5624;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"45";"osoba";5645;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"46";"osoba";6003;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"47";"osoba";6267;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"48";"osoba";6241;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"49";"osoba";6083;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"50";"osoba";6448;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"51";"osoba";5952;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"52";"osoba";5753;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"53";"osoba";5570;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"54";"osoba";5326;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"55";"osoba";4831;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"56";"osoba";3620;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"57";"osoba";3010;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"58";"osoba";3128;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"59";"osoba";2783;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"60";"osoba";3109;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"61";"osoba";3249;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"62";"osoba";3572;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"63";"osoba";3396;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"64";"osoba";3415;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"65";"osoba";3629;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"66";"osoba";3617;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"kobiety";"67";"osoba";3591;
